Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
1,V,51,1,2231149,80352428,1.0,1733327.0,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.3, 0.2, 0.2, 1.0, 0.5]",winter ahead
2,高爾宣 OSN,346,1,320865,57647805,107.0,120204.0,4TcOznbEZBqev21LzAH4KE,"chinese r&b, chinese hip hop, mandopop, taiwanese pop, c-pop",56,471977,"[0.7, 0.6, 0.8, 1.0, 0.8]",out you
3,Bestards,317,5,310982,55841814,25.0,223414.0,0Awqm7GXGiBp8fJNGvywra,"mandopop, taiwanese indie, taiwanese pop, chinese indie, c-pop",58,249195,"[0.6, 0.7, 0.3, 1.0, 0.9]",不是因為天氣晴朗才愛你
4,WeiBird,211,1,927656,53416091,62.0,145771.0,7y3HnWCFEvWj4KM9GFSkiX,"mandopop, taiwanese pop, c-pop, chinese r&b",54,515342,"[0.4, 0.3, 0.9, 1.0, 0.9]",如果可以
5,Eric Chou,358,2,243086,49633468,73.0,136091.0,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.1, 0.9, 0.9, 0.9]",怎麼了
6,V,119,1,1256970,47640849,22.0,233372.0,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.7, 0.8, 0.3, 1.0, 0.5]",love me again
7,Ren Ran,225,1,337979,44872483,149.0,104334.0,6f4srX54JFrLNK4aTJe2Sc,"mandopop, c-pop, gufeng, chinese r&b, taiwanese pop",58,483723,"[0.5, 0.6, 0.7, 1.0, 0.9]",飞鸟和蝉
8,告五人,361,16,217975,44729204,116.0,116476.0,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.7, 0.7, 0.6, 1.0, 0.8]",披星戴月的想你
9,EggPlantEgg,362,1,310008,43709077,49.0,171493.0,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.5, 0.4, 0.6, 0.9, 0.9]",浪流連
10,Jimin,70,1,889773,43302006,5.0,431640.0,1oSPZhvZMIrWW5I41kPkkY,k-pop,79,10931337,"[0.6, 0.2, 0.8, 1.0, 0.5]",who
11,Ronghao Li,365,3,193046,39895086,154.0,103343.0,0rTP0x4vRFSDbhtqcCqc8K,"mandopop, c-pop, taiwanese pop",58,1082705,"[0.4, 0.3, 0.7, 0.8, 0.8]",年少有為
12,Fish Leong,338,12,192309,39832834,61.0,146458.0,3aIDSTKS9yH745GUQBxDcS,"mandopop, taiwanese pop, c-pop",58,1090756,"[0.3, 0.2, 0.7, 0.8, 0.9]",慢冷
13,The Kid LAROI,228,1,408941,39640875,145.0,105503.0,2tIP7SsRs7vjIcLrU85W8J,,80,6653006,"[0.8, 0.7, 0.9, 0.9, 0.7]",stay
14,Crowd Lu,201,1,543794,39521128,87.0,128931.0,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.3, 0.4, 0.6, 0.8, 0.8]",刻在我心底的名字
16,EggPlantEgg,206,2,570201,39068260,27.0,216325.0,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.5, 0.4, 0.5, 0.7, 0.9]",閣愛妳一擺
17,Jung Kook,123,1,983406,36880927,64.0,143776.0,6HaGTQPmzraVmaVxvz6EUc,k-pop,81,18771919,"[0.8, 0.8, 0.9, 0.9, 0.7]",seven
18,颜人中,229,14,262368,35177266,51.0,168069.0,5PNcqs6EtD6gSXgUiiJIUU,"mandopop, c-pop, chinese r&b",60,413138,"[0.4, 0.3, 0.6, 0.8, 0.9]",有些
19,The Chainsmokers,429,1,357707,35078097,152.0,103694.0,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.7, 0.7, 0.9, 0.9, 0.7]",something just like this
20,Jay Chou,324,12,529617,34884924,28.0,215224.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.6, 0.7, 0.8, 0.5, 0.8]",晴天
22,Jay Chou,222,11,616301,33633768,14.0,253146.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.3, 0.2, 0.7, 0.5, 0.9]",擱淺
23,Bestards,107,1,539452,33044726,15.0,252063.0,0Awqm7GXGiBp8fJNGvywra,"mandopop, taiwanese indie, taiwanese pop, chinese indie, c-pop",58,249195,"[0.6, 0.4, 0.3, 0.8, 0.7]",離開的一路上
25,G.E.M.,451,17,123909,32460154,200.0,92378.0,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.8, 0.6, 0.9, 0.9, 0.9]",光年之外
26,小阿七,197,5,277975,30935465,138.0,107128.0,7tDLiRbNQalA5uvTpX2bKh,"mandopop, gufeng, c-pop, taiwanese pop",50,130432,"[0.4, 0.3, 0.7, 0.7, 0.8]",从前说
27,告五人,167,2,390589,30671371,181.0,96091.0,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.3, 0.4, 0.6, 0.8, 0.7]",好不容易
28,陳華,159,3,385929,29476169,162.0,102179.0,5ZxRmJ21NzjxD2ZGBxi7um,"mandopop, taiwanese pop, chinese r&b, c-pop",52,93854,"[0.5, 0.7, 0.8, 0.9, 0.9]",想和你看五月的晚霞
29,告五人,265,15,214130,28829985,176.0,97579.0,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.6, 0.5, 0.7, 0.8, 0.8]",愛人錯過
30,sodagreen,356,46,150716,28361040,168.0,101642.0,3WYT2b8pOLsLsqSaoWYr7U,"mandopop, taiwanese pop, c-pop, taiwanese indie, chinese rock",55,701662,"[0.3, 0.7, 0.6, 0.6, 0.7]",小情歌
32,ROSÉ,57,1,2340886,27243464,46.0,183331.0,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.4, 0.3, 0.7, 0.9, 0.7]",apt
34,阿冗,296,17,160631,27109160,185.0,94909.0,3dTgjg7lzUGiD3NwcGCK1n,"mandopop, c-pop",50,92750,"[0.7, 0.6, 0.8, 0.8, 0.8]",你的答案
36,V,103,5,431268,26966043,7.0,344568.0,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.2, 0.4, 0.7, 0.9, 0.6]",slow dancing
38,卢卢快闭嘴,125,4,352120,26590152,166.0,101743.0,4wUR1NviIGE01yEfeLNkeV,"mandopop, c-pop, chinese r&b",49,79105,"[0.6, 0.5, 0.4, 0.9, 0.7]",字字句句
39,Eric Chou,419,9,115335,26468429,160.0,102547.0,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.2, 0.2, 0.7, 0.7, 0.8]","你,好不好"
42,ILLIT,87,1,1168868,25754975,74.0,135158.0,36cgvBn0aadzOijnjjwqMN,k-pop,75,3931369,"[0.7, 0.8, 0.9, 0.9, 0.6]",magnetic
43,EggPlantEgg,302,3,148941,25476961,100.0,124062.0,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.4, 0.6, 0.5, 0.7, 0.8]",浪子回頭
45,Kenshi Yonezu,362,20,128369,25106869,127.0,110950.0,1snhtMLeb2DYoMOcVbb8iB,"j-pop, anime, j-rock",80,7551670,"[0.5, 0.3, 0.6, 0.8, 0.7]",lemon
46,Crowd Lu,307,4,247818,24916297,18.0,247818.0,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.3, 0.6, 0.4, 0.7, 0.8]",幾分之幾
47,NewJeans,152,1,544182,24848598,103.0,123216.0,6HvZYsbFfjnjFrWF950C9d,k-pop,78,11775260,"[0.4, 0.5, 0.8, 0.9, 0.6]",ditto
49,Taylor Swift,134,3,421777,24413389,164.0,102022.0,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.8, 0.7, 0.9, 0.9, 0.6]",cruel summer
52,Firdhaus,97,1,615824,23923583,44.0,185928.0,6fOqdhRNsMQqtwRwgo3NUv,"mandopop, c-pop, chinese r&b, taiwanese pop",58,155478,"[0.6, 0.4, 0.3, 0.8, 0.7]",在加納共和國離婚
54,Tanya Chua,281,45,142095,23508445,198.0,92572.0,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.5, 0.7, 0.6, 0.6, 0.7]",紅色高跟鞋
56,Jin,27,2,1165073,22862659,2.0,572988.0,5vV3bFXnN6D6N3Nj4xRvaV,k-pop,80,9794840,"[0.7, 0.8, 0.7, 0.8, 0.7]",dont say you love me
62,Jay Chou,147,1,487060,21022467,178.0,96551.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.3, 0.8, 0.7, 0.8]",說好不哭
65,Eric Chou,456,8,119737,20295410,121.0,113291.0,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.2, 0.7, 0.6, 0.9]",以後別做朋友
67,Stefanie Sun,242,31,193922,20085410,47.0,179399.0,0SIXZXJCAhNU8sxK0qm7hn,"mandopop, taiwanese pop, c-pop, cantopop",61,1212691,"[0.3, 0.7, 0.6, 0.5, 0.8]",遇見
68,aespa,80,2,687175,19983719,85.0,129519.0,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.9, 0.6, 0.9, 1.0, 0.5]",supernova
71,Billie Eilish,79,6,374288,19509715,65.0,143393.0,6qqNVTkY8uBg9cP3Jd7DAH,,92,119643367,"[0.6, 0.7, 0.8, 1.0, 0.7]",birds of a her
73,Jay Chou,212,28,361656,19001694,56.0,153247.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.5, 0.3, 0.7, 0.6, 0.8]",珊瑚海
74,Jia Jia,344,15,156140,18949294,170.0,100085.0,5qUYuf6cIHU241KxPyDMBp,"mandopop, taiwanese pop, c-pop, gufeng",48,281490,"[0.4, 0.3, 0.5, 0.7, 0.8]",家家酒
75,The Chainsmokers,251,1,183320,18903505,171.0,99815.0,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.7, 0.6, 0.9, 0.8, 0.6]",closer
78,JJ Lin,283,1,171378,18799907,165.0,101849.0,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.3, 0.4, 0.6, 0.7, 0.9]",不為誰而作的歌
80,Mayday,324,1,134428,18599510,115.0,117584.0,3WfJ1OtrWI7RViX9DMyEGy,"pop punk, emo",61,1391952,"[0.4, 0.3, 0.7, 0.7, 0.8]",後來的我們
83,Jay Chou,181,14,446851,18249624,72.0,137818.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.5, 0.7, 0.8, 0.6, 0.9]",七里香
84,Lady Gaga,66,3,555149,18139201,59.0,147551.0,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.7, 0.6, 0.8, 0.9, 0.8]",die a smile
85,LBI利比,43,2,872429,18132246,26.0,217935.0,1xMn0bhYRWHDV01mU8gP1J,"chinese r&b, mandopop, c-pop",63,185518,"[0.8, 0.4, 0.3, 0.9, 0.9]",跳楼机
86,Tanya Chua,140,17,196645,18111740,173.0,98962.0,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.3, 0.2, 0.6, 0.7, 0.9]",letting go
91,en,147,12,250660,17896240,70.0,140388.0,6uothxMWeLWIhsGeF7cyo4,"new age, celtic",74,2618072,"[0.4, 0.1, 0.5, 0.8, 0.9]",嚣张
92,A-Mei Chang,260,2,173909,17718965,102.0,123385.0,6noxsCszBEEK04kCehugOp,"mandopop, taiwanese pop, c-pop, cantopop",61,1194914,"[0.3, 0.2, 0.7, 0.7, 0.9]",連名帶姓
94,LE SSERAFIM,81,1,457446,17411768,182.0,95987.0,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.7, 0.8, 0.9, 0.9, 0.8]",perfect night
96,aespa,57,4,658854,16878795,60.0,147359.0,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.8, 0.7, 0.8, 0.9, 0.7]",whiplash
105,G.E.M.,189,56,133723,16338407,78.0,132203.0,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.5, 0.6, 0.8, 0.7, 0.9]",多遠都要在一起
106,G.E.M.,378,21,136133,16263721,82.0,130544.0,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.7, 0.6, 0.7, 0.8, 0.7]",泡沫
113,G-DRAGON,52,5,876872,15556580,52.0,165952.0,30b9WulBM8sFuBo17nNq9c,"k-pop, k-rap",70,3927975,"[0.5, 0.4, 0.6, 0.7, 0.6]",home sweet home
117,艾薇 Ivy,133,13,183768,15341729,139.0,106999.0,0RaC2hXyniYsju0mCSNz90,"mandopop, c-pop, taiwanese pop, chinese r&b",52,71506,"[0.6, 0.5, 0.7, 0.9, 0.8]",失重前幸福
119,ROSÉ,50,3,913108,15184043,43.0,187265.0,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.4, 0.2, 0.7, 0.9, 0.7]",toxic till the end
121,Stefanie Sun,182,11,268809,14882494,37.0,197130.0,0SIXZXJCAhNU8sxK0qm7hn,"mandopop, taiwanese pop, c-pop, cantopop",61,1212691,"[0.4, 0.3, 0.6, 0.6, 0.8]",我懷念的
123,Justin Bieber,241,1,126580,14722753,163.0,102123.0,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.3, 0.5, 0.9, 0.7, 0.7]",love yourself
130,高爾宣 OSN,63,1,533589,14171287,157.0,102825.0,4TcOznbEZBqev21LzAH4KE,"chinese r&b, chinese hip hop, mandopop, taiwanese pop, c-pop",56,471977,"[0.7, 0.6, 0.7, 0.8, 0.8]",hold on
134,Eason Chan,263,37,129635,14049174,183.0,95384.0,2QcZxAgcs2I1q7CtCkl6MI,"cantopop, mandopop, c-pop, taiwanese pop",67,3799415,"[0.3, 0.2, 0.7, 0.6, 0.8]",十年
137,BABYMONSTER,55,5,630555,13919702,101.0,123915.0,1SIocsqdEefUTE6XKGUiVS,k-pop,75,6026060,"[0.8, 0.5, 0.8, 1.0, 0.6]",drip
138,ZQS,95,23,244081,13842901,175.0,98251.0,6CvqU8itTtfpm1E8Pvez33,"mandopop, c-pop, chinese r&b",51,16730,"[0.4, 0.3, 0.5, 0.9, 0.7]",这是你期盼的长大吗
142,David Tao,81,13,338547,13641608,42.0,187483.0,40tNK2YedBV2jRFAHxpifB,"mandopop, chinese r&b, taiwanese pop, c-pop",62,1124468,"[0.6, 0.6, 0.7, 0.7, 0.7]",愛我還是他
143,HUNTR/X,22,2,872470,13551125,3.0,474198.0,2yNNYQBChuox9A5Ka93BIn,k-pop,87,3942749,"[0.7, 0.5, 0.4, 0.9, 0.8]",golden
145,Eric Chou,102,6,303051,13495336,131.0,109767.0,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.2, 0.6, 0.8, 0.9]",摯友
146,Jay Chou,173,25,364469,13373176,161.0,102545.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.3, 0.7, 0.6, 0.7]",一路向北
152,JENNIE,37,3,695939,13023561,24.0,227446.0,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.6, 0.7, 0.8, 0.9, 0.6]",like jennie
159,Amazing Show,59,14,303696,12595143,35.0,198730.0,3n16EAnJtz6SZGx2zJssrI,"taiwanese indie, chinese indie, taiwanese pop, chinese rock, mandopop",56,272370,"[0.8, 0.8, 0.6, 0.8, 0.7]",愛情的大壞蛋
160,JENNIE,58,2,848057,12541573,90.0,127349.0,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.5, 0.4, 0.7, 0.9, 0.5]",mantra
164,Ronghao Li,237,42,132209,12161744,122.0,112789.0,0rTP0x4vRFSDbhtqcCqc8K,"mandopop, c-pop, taiwanese pop",58,1082705,"[0.3, 0.2, 0.6, 0.7, 0.8]",不將就
165,Jay Chou,125,15,413220,12076524,57.0,150894.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.3, 0.2, 0.7, 0.6, 0.7]",楓
169,aespa,55,3,634947,11935339,153.0,103663.0,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.7, 0.6, 0.8, 0.9, 0.6]",up karina solo
170,Kendrick Lamar,52,4,456616,11872776,146.0,105476.0,2YZyLoL8N0Wb9xBt1NhZWg,"hip hop, west coast hip hop",90,44990247,"[0.7, 0.6, 0.7, 1.0, 0.7]",luther
172,LE SSERAFIM,90,7,231348,11770753,142.0,105936.0,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.9, 0.8, 0.9, 1.0, 0.7]",antifragile
175,ROSÉ,52,4,844546,11663624,77.0,132361.0,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.6, 0.7, 0.8, 1.0, 0.8]",number one girl
188,Amazing Show,152,48,152701,10913723,129.0,110785.0,3n16EAnJtz6SZGx2zJssrI,"taiwanese indie, chinese indie, taiwanese pop, chinese rock, mandopop",56,272370,"[0.8, 0.7, 0.6, 0.8, 0.9]",擋一根
194,Silence Wang,39,4,566001,10534270,83.0,130523.0,0PdNEiQ3MsJGCEgE13Tz60,"c-pop, mandopop, gufeng, chinese r&b",61,579938,"[0.4, 0.6, 0.7, 1.0, 0.9]",像晴天像雨天电视剧难哄心动曲
196,F.I.R.,98,50,160742,10503241,113.0,118389.0,5oqLnVZzJJXE3YnzzZfRKu,"mandopop, taiwanese pop, c-pop",56,242464,"[0.7, 0.6, 0.8, 0.6, 0.9]",我們的愛
198,Firdhaus,48,5,404176,10471895,192.0,93681.0,6fOqdhRNsMQqtwRwgo3NUv,"mandopop, c-pop, chinese r&b, taiwanese pop",58,155478,"[0.4, 0.5, 0.4, 1.0, 0.8]",能遇見就很不錯了
200,郑润泽,87,37,183072,10460440,75.0,134273.0,6KKqrrPtPB4eR1T5DT6dJ4,"chinese r&b, mandopop, c-pop",57,147217,"[0.5, 0.4, 0.4, 1.0, 0.9]",瞬
201,阿涵,123,54,141926,10398085,110.0,118815.0,0Nu7uGMynoaIdKnfLRgxJ8,"mandopop, c-pop, gufeng",49,103037,"[0.6, 0.3, 0.6, 0.8, 0.8]",感谢你曾来过
220,Crowd Lu,126,1,269919,9694904,135.0,108814.0,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.3, 0.6, 0.5, 0.7, 0.9]",魚仔
222,JOLIN,71,36,208903,9658361,158.0,102633.0,1r9DuPTHiQ7hnRRZ99B8nL,"mandopop, c-pop, taiwanese pop",59,1173703,"[0.7, 0.6, 0.7, 0.8, 0.8]",妥協
223,EggPlantEgg,90,66,145399,9597587,114.0,117968.0,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.6, 0.7, 0.6, 0.7, 0.8]",愛情你比我想的閣較偉大
224,David Tao,76,41,176526,9464180,111.0,118688.0,40tNK2YedBV2jRFAHxpifB,"mandopop, chinese r&b, taiwanese pop, c-pop",62,1124468,"[0.5, 0.8, 0.7, 0.6, 0.9]","愛,"
231,Khalil Fong,42,4,574781,9208596,11.0,283176.0,1YrtUPrWcPfgdl9BaD9nhd,"chinese r&b, mandopop, c-pop, taiwanese pop, cantopop",62,820765,"[0.4, 0.7, 0.6, 0.7, 0.9]",特別的人
243,Charlie Puth,168,3,136207,8792453,195.0,93014.0,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.5, 0.3, 0.8, 0.8, 0.9]",we dont talk anymore
244,Karencici,67,21,269737,8754774,147.0,104524.0,6v6qfXRvTRGGsmGfDvtMIK,"chinese r&b, taiwanese indie, chinese hip hop, mandopop, c-pop, chinese indie, taiwanese pop",54,110951,"[0.6, 0.5, 0.7, 0.9, 0.8]",愛你但說不出口
257,KATSEYE,55,12,339893,8411142,119.0,114340.0,3c0gDdb9lhnHGFtP4prQpn,k-pop,84,5893127,"[0.8, 0.9, 0.8, 0.9, 0.6]",touch
265,Khalil Fong,41,3,635511,8030971,36.0,197155.0,1YrtUPrWcPfgdl9BaD9nhd,"chinese r&b, mandopop, c-pop, taiwanese pop, cantopop",62,820765,"[0.7, 0.9, 0.7, 0.7, 0.9]",愛愛愛
276,Wu Bai,66,31,183085,7614304,130.0,110263.0,5H8TJITZE1sPjVR2ACzXNS,"chinese rock, taiwanese pop, mandopop, chinese indie, taiwanese indie, c-pop",56,891272,"[0.4, 0.3, 0.6, 0.6, 0.9]",淚橋
277,Andrew Tan,82,92,125486,7549589,98.0,125486.0,5AhK8gDgOZT7lE1UlbyF1c,"mandopop, taiwanese pop, c-pop",51,219063,"[0.3, 0.5, 0.7, 0.6, 0.9]",天后
281,Crowd Lu,34,6,479878,7442116,32.0,202760.0,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.4, 0.3, 0.3, 0.9, 0.9]",愚人節快樂
283,A-Mei Chang,177,58,138799,7393366,79.0,132105.0,6noxsCszBEEK04kCehugOp,"mandopop, taiwanese pop, c-pop, cantopop",61,1194914,"[0.3, 0.2, 0.6, 0.8, 0.9]",人質
284,Saja Boys,22,5,481721,7391692,23.0,228369.0,0BJ2EjOqcfgFvlZXNKrNbE,,80,2440340,"[0.7, 0.8, 0.8, 0.7, 0.5]",soda pop
287,Leehom Wang,56,42,179038,7291668,92.0,126230.0,2F5W6Rsxwzg0plQ0w8dSyt,"mandopop, c-pop, taiwanese pop, chinese r&b",59,1065042,"[0.3, 0.1, 0.7, 0.7, 0.9]",愛錯
289,Mayday,212,33,117336,7282594,172.0,99380.0,3WfJ1OtrWI7RViX9DMyEGy,"pop punk, emo",61,1391952,"[0.3, 0.2, 0.8, 0.7, 0.9]",突然好想你
290,ROSÉ,28,5,495723,7276175,104.0,122790.0,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.6, 0.5, 0.7, 0.9, 0.8]",messy
295,BLACKPINK,19,2,851943,7160900,16.0,250997.0,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.9, 0.9, 0.9, 1.0, 0.6]",jump
296,Pets Tseng,60,26,228182,7157515,55.0,157416.0,1he19XnDUahODrmRwKlC8w,"mandopop, taiwanese pop, c-pop",51,95504,"[0.3, 0.2, 0.5, 0.8, 0.9]",一個人想著一個人
301,Della,167,62,131864,7114733,96.0,125875.0,5WmkhaLngDDw9tLfZ0Z28e,lo-fi indie,35,36224,"[0.3, 0.2, 0.6, 0.7, 0.9]",猜不透
308,Jay Chou,65,33,322354,6950172,89.0,128479.0,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.3, 0.1, 0.8, 0.7, 0.9]",說好的幸福呢
335,Eason Chan,91,54,151203,6461580,86.0,129285.0,2QcZxAgcs2I1q7CtCkl6MI,"cantopop, mandopop, c-pop, taiwanese pop",67,3799415,"[0.4, 0.3, 0.6, 0.6, 0.7]",淘汰
345,Stefanie Sun,63,29,194841,6316358,91.0,127094.0,0SIXZXJCAhNU8sxK0qm7hn,"mandopop, taiwanese pop, c-pop, cantopop",61,1212691,"[0.3, 0.3, 0.7, 0.6, 0.8]",開始懂了
350,张远,25,5,384607,6258611,31.0,202788.0,4Q6r8rqOodVCDkbAYm7F18,"mandopop, gufeng, c-pop, taiwanese pop",57,79911,"[0.5, 0.6, 0.5, 0.8, 0.9]",看着我的眼睛说
357,黃奇斌,19,5,476247,6093977,6.0,367412.0,7td0pZH6CpEX2f36bU1H2D,"taiwanese pop, taiwanese indie",49,13726,"[0.4, 0.4, 0.3, 0.7, 0.6]",若無你我欲去佗位
359,Amazing Show,48,34,187429,6065889,81.0,130797.0,3n16EAnJtz6SZGx2zJssrI,"taiwanese indie, chinese indie, taiwanese pop, chinese rock, mandopop",56,272370,"[0.7, 0.8, 0.4, 0.8, 0.8]",偷偷愛
360,Saja Boys,22,6,416179,6044400,50.0,169940.0,0BJ2EjOqcfgFvlZXNKrNbE,,80,2440340,"[0.8, 0.9, 0.3, 0.9, 0.7]",your idol
364,G.E.M.,119,108,93698,5999740,190.0,93698.0,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.6, 0.7, 0.7, 0.8, 0.9]",我的秘密
370,Maroon 5,115,42,128409,5876176,184.0,94968.0,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.7, 0.6, 0.9, 0.8, 0.8]",payphone
375,G.E.M.,50,35,187437,5811064,124.0,111821.0,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.5, 0.5, 0.7, 0.7, 0.9]",唯一
397,F.I.R.,65,68,128155,5524485,108.0,119437.0,5oqLnVZzJJXE3YnzzZfRKu,"mandopop, taiwanese pop, c-pop",56,242464,"[0.6, 0.7, 0.7, 0.6, 0.7]",月牙灣
410,LE SSERAFIM,30,6,467669,5313921,194.0,93427.0,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.9, 0.8, 0.9, 1.0, 0.6]",hot
415,HUNTR/X,22,9,333515,5197288,71.0,138398.0,2yNNYQBChuox9A5Ka93BIn,k-pop,87,3942749,"[0.7, 0.6, 0.3, 0.9, 0.8]",what it sounds like
419,RUMI,22,9,341212,5132997,66.0,141882.0,2DSE0PhxKUmTPLfZm13sup,,72,256247,"[0.6, 0.7, 0.4, 0.8, 0.7]",free
445,HUNTR/X,22,11,337547,4768985,109.0,119292.0,2yNNYQBChuox9A5Ka93BIn,k-pop,87,3942749,"[0.8, 0.7, 0.3, 0.9, 0.8]",how its done
462,陈村长,40,72,132724,4547930,95.0,125910.0,6zEkJebB8dCxTGyvyYa8FA,"mandopop, chinese r&b, c-pop",51,24929,"[0.6, 0.4, 0.2, 0.7, 0.7]",爱怎么了
466,菲菲公主,26,9,275107,4523559,58.0,148597.0,64kT1WWPbIyJcOfNrR2RPD,"chinese r&b, c-pop, mandopop",50,6906,"[0.5, 0.3, 0.3, 0.7, 0.8]",第57次取消发送
473,Crowd Lu,13,6,439464,4458715,9.0,321362.0,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.5, 0.6, 0.5, 0.7, 0.7]",一夜一夜一夜
